id,user_id,from_account,to_account,amount,currency,recipient_name,recipient_is_new,status,risk_score,created_at,_is_fraud
3982,443,AL9071856762855305,AL3766592921880552,59.73,ALL,Bryan Scott,False,ALLOWED,0.116,2025-05-25 22:08:09.832660,0
3983,497,AL2195018216837417,AL0359775139086278,143.18,ALL,Michael Davis,False,REQUIRE_2FA,0.221,2026-04-23 06:03:54.833659,0
3984,411,AL7918018796655528,AL4636367443755010,26.06,ALL,Tammy Edwards,False,ALLOWED,0.315,2026-02-02 23:42:05.833659,0
3985,310,AL1017720381741956,AL0875531060175421,363.12,ALL,Jorge Jones,False,ALLOWED,0.284,2025-09-02 14:17:15.834663,0
3986,16,AL3839578785041822,AL6629504935678155,265.13,ALL,Caleb Taylor,False,ALLOWED,0.113,2025-10-01 17:11:57.834663,0
3987,227,AL6084731167239842,AL9456591792247977,2904.0,ALL,Steven Austin,False,HELD,0.339,2025-10-11 13:07:23.834663,0
3988,281,AL8962924852036721,AL5304192401207992,145.66,EUR,Darrell Fleming,False,REQUIRE_2FA,0.241,2026-04-01 03:03:19.835658,0
3989,313,AL3129614141656422,AL6862708878543961,62.85,EUR,Krista Torres,False,REQUIRE_2FA,0.331,2025-06-04 22:45:01.835658,0
3990,411,AL7918018796655528,AL4086020907558810,124.7,ALL,Sharon Lopez MD,True,ALLOWED,0.045,2025-10-09 01:04:25.836706,0
3991,313,AL3129614141656422,AL7104564593454995,187.33,ALL,Benjamin Johnson,False,ALLOWED,0.11,2025-07-13 21:41:34.836706,0
3992,8,AL5201944470024644,AL9695003718242440,1630.1,ALL,Cassandra Moore,True,ALLOWED,0.301,2026-02-17 22:20:43.837722,0
3993,452,AL5588030362145702,AL0921319132005202,206.18,EUR,Paul Smith,False,ALLOWED,0.321,2025-06-22 07:15:31.837722,0
3994,90,AL8181314728669439,AL8500448575366716,95.82,CHF,Jesse Mays,False,ALLOWED,0.315,2026-03-28 05:32:36.838721,0
3995,472,AL0059079487286056,AL2174015131767032,244.59,ALL,Briana Garcia,False,ALLOWED,0.033,2025-07-01 15:04:24.838721,0
3996,112,AL7185475539917039,AL6873836500199490,6.32,USD,Scott Anderson,False,ALLOWED,0.165,2026-03-29 14:45:05.839720,0
3997,425,AL2701086793755640,AL0656227712582286,113.85,ALL,Alexander Short,False,ALLOWED,0.003,2026-05-05 19:33:17.839720,0
3998,354,AL4860845960140171,AL5346328460081794,4109.92,ALL,Ashley Henderson,False,ALLOWED,0.301,2026-04-30 19:35:02.840720,0
3999,459,AL2113701289400840,AL5135316612267797,42.42,ALL,Jared Maxwell,False,ALLOWED,0.176,2025-11-06 13:09:11.840720,0
4000,319,AL9064235616908637,AL6907742368656060,539.33,USD,Michelle Barnes,False,ALLOWED,0.184,2025-10-05 02:33:14.841776,0
4001,485,AL9776363627572781,AL8580723096951341,325.23,ALL,John Johnson,False,ALLOWED,0.276,2025-08-11 08:52:05.841776,0
4002,468,AL3005311876806725,AL7739046045612263,6.81,ALL,Patricia Kelly,False,REQUIRE_2FA,0.242,2025-09-07 04:34:08.842791,0
4003,485,AL9776363627572781,AL8274069109527332,254.14,EUR,Benjamin Black,False,BLOCKED,0.175,2025-10-13 10:53:06.842791,0
4004,70,AL8048489403245413,AL8087458720610946,743.86,ALL,Amanda Miller,False,ALLOWED,0.35,2025-11-13 12:42:10.843790,0
4005,340,AL0435994614669499,AL6161973400506315,249.47,EUR,Michelle Griffith,False,ALLOWED,0.22,2025-06-18 01:20:50.843790,0
4006,280,AL1738796513830256,AL0284955450045542,84.32,ALL,Maria Yoder,False,ALLOWED,0.035,2025-11-08 04:58:38.844789,0
4007,181,AL1152216025462673,AL5934070672633527,268.42,ALL,Timothy Kelly,False,ALLOWED,0.22,2026-04-16 08:24:55.844789,0
4008,274,AL5020667136880408,AL5970325292519973,360.05,ALL,Donald Hampton DVM,False,ALLOWED,0.18,2026-04-09 03:14:51.845789,0
4009,66,AL0502004870036783,AL2277153659966817,161.43,ALL,Nancy Vasquez,False,ALLOWED,0.275,2025-11-20 13:44:57.845789,0
4010,328,AL7653780398914185,AL4718216761134921,1159.32,ALL,Richard Jones,False,ALLOWED,0.246,2025-12-21 11:26:29.846816,0
4011,6,AL9394642792727747,AL8636525695195273,301.24,EUR,Amanda Smith,False,ALLOWED,0.155,2025-07-12 00:39:49.846849,0
4012,385,AL0504677728337307,AL6773916170236023,0.79,ALL,Phillip Carroll,True,ALLOWED,0.742,2025-08-06 07:46:07.846849,1
4013,114,AL4892611386421211,AL2460770082843261,407.1,ALL,Angela Howard,True,ALLOWED,0.178,2025-07-28 16:20:50.847866,0
4014,194,AL2460770082843261,AL8007019474017053,38.91,EUR,Monica Salazar,False,ALLOWED,0.185,2026-02-16 22:20:09.847866,0
4015,113,AL5649120669514066,AL8709161166638083,119.97,EUR,Jeremy Powell MD,False,ALLOWED,0.231,2026-02-19 14:53:44.848862,0
4016,182,AL4002021906317979,AL7810926900010869,261.69,ALL,Cheryl Calderon,False,HELD,0.27,2026-05-08 03:46:56.848862,0
4017,170,AL5048612897068654,AL4002021906317979,333.17,USD,Benjamin Watts,True,ALLOWED,0.186,2025-12-29 22:56:54.849861,0
4018,386,AL4830827750964877,AL7987484183938542,166.82,ALL,Peter Stewart,False,REQUIRE_2FA,0.121,2025-06-13 18:52:32.849861,0
4019,157,AL0059540608892127,AL0295923135837629,878.13,ALL,Steven Hubbard,False,ALLOWED,0.319,2026-01-05 18:21:09.850860,0
4020,113,AL5649120669514066,AL2504004780245965,35.24,EUR,Taylor Brown,False,ALLOWED,0.273,2026-02-11 22:39:56.850860,0
4021,297,AL3477567131746521,AL4389973728240035,127.07,EUR,Sabrina Flores,False,ALLOWED,0.242,2025-11-03 20:41:47.851913,0
4022,19,AL1702565891966067,AL5699441594313295,513.55,USD,Lisa Ramirez,False,ALLOWED,0.034,2025-07-31 04:05:11.851913,0
4023,199,AL6697057448664259,AL1606347485962745,28.45,EUR,Katherine Bowen,False,ALLOWED,0.048,2026-05-22 08:11:13.851913,0
4024,142,AL4106679487280596,AL0188265146980241,147.97,EUR,Annette Peters,False,HELD,0.255,2026-01-28 14:24:46.852931,0
4025,415,AL5188090463207043,AL3525145546522697,290.97,ALL,Anna Davis,False,ALLOWED,0.177,2025-09-26 06:57:28.852931,0
4026,410,AL3817993027163765,AL7404409234877288,4165.41,USD,Samantha Colon,False,ALLOWED,0.305,2026-03-29 05:16:46.853931,0
4027,318,AL0284955450045542,AL5223529486327329,164.75,ALL,Leah Baldwin,False,BLOCKED,0.021,2026-02-08 16:14:01.853931,0
4028,498,AL4173802254159124,AL3378188116836932,62.22,USD,Samuel Wise,False,ALLOWED,0.035,2025-10-05 11:37:40.854927,0
4029,120,AL9435115857146300,AL5742483091682321,1.85,EUR,John Smith,True,BLOCKED,0.667,2026-03-05 21:45:42.854927,1
4030,389,AL1352213289300345,AL2459083769190864,221.66,EUR,John Lee,False,ALLOWED,0.09,2026-01-24 05:30:25.855926,0
4031,262,AL3525145546522697,AL6907742368656060,822.54,ALL,Joshua Long,False,ALLOWED,0.32,2025-12-27 23:37:20.855926,0
4032,307,AL5882176351772430,AL5661522914427473,536.54,ALL,Randy Montes,False,REQUIRE_2FA,0.257,2025-08-24 22:17:45.856981,0
4033,125,AL0055220631392821,AL3631544492250155,214.37,ALL,Nicholas Figueroa,False,ALLOWED,0.127,2026-03-18 12:33:13.856981,0
4034,182,AL4002021906317979,AL8435729469417049,570.42,ALL,Rhonda Robinson,False,ALLOWED,0.297,2025-07-07 15:12:13.857996,0
4035,68,AL4931899984162469,AL0788569647585800,1098.81,ALL,Lisa Park,False,ALLOWED,0.159,2025-07-05 07:33:24.857996,0
4036,209,AL8007019474017053,AL5699441594313295,333.63,ALL,Kayla Tate,True,HELD,0.157,2026-04-20 14:22:53.857996,0
4037,91,AL7128929971269842,AL5135316612267797,64.78,ALL,Shawn Gibson,False,ALLOWED,0.174,2026-03-09 11:59:54.858999,0
4038,134,AL5894158902408169,AL4389973728240035,176.1,ALL,Nathan Frazier,False,ALLOWED,0.075,2026-02-02 15:42:57.858999,0
4039,248,AL1740281450195214,AL1264174169513599,235.17,ALL,Amanda Goodman,False,ALLOWED,0.014,2026-01-17 02:17:21.859989,0
4040,489,AL8709161166638083,AL0223946649207628,388.35,EUR,James West,False,HELD,0.05,2026-01-10 19:00:39.859989,0
4041,255,AL2971020394042807,AL6261439082066101,636.88,ALL,Michael Brown,True,ALLOWED,0.196,2025-07-25 02:31:16.860998,0
4042,97,AL3336640920546802,AL0188265146980241,221.31,CHF,Michelle Lopez,False,ALLOWED,0.259,2025-09-11 18:06:19.860998,0
4043,169,AL6727681682707610,AL7413071395457268,108.69,ALL,Tammy Bowen,False,ALLOWED,0.026,2025-07-15 20:49:06.862046,0
4044,235,AL1508771763057003,AL9482632243231931,3216.55,ALL,Annette Lee,False,REQUIRE_2FA,0.695,2025-10-27 09:10:21.862046,1
4045,456,AL4049028510458844,AL3699344075357068,58.06,ALL,Alice Thomas,False,ALLOWED,0.108,2026-01-06 22:10:55.863065,0
4046,2,AL0517697394393047,AL7905053387580612,114.61,EUR,Nicole Ferrell,False,ALLOWED,0.14,2025-10-21 19:52:28.863065,0
4047,189,AL8552094260024313,AL5754450919054548,2.18,EUR,Crystal Ramos,False,ALLOWED,0.212,2025-12-01 14:17:26.863065,0
4048,44,AL0117642052568402,AL0359775139086278,223.74,EUR,Joshua Moreno,True,ALLOWED,0.076,2026-02-20 13:20:00.864064,0
4049,208,AL9482632243231931,AL3336640920546802,213.06,EUR,Christina Porter,False,ALLOWED,0.176,2026-04-08 03:12:52.864064,0
4050,24,AL7810926900010869,AL5201944470024644,382.07,ALL,Sheila Fleming,False,ALLOWED,0.02,2025-07-09 06:35:18.865064,0
4051,125,AL0055220631392821,AL1523224963452562,182.81,ALL,Jennifer Johnson,False,ALLOWED,0.31,2025-09-25 09:22:23.865064,0
4052,50,AL9938798636336553,AL8929385766677185,91.17,GBP,Matthew Finley,False,ALLOWED,0.041,2025-11-07 20:10:17.866060,0
4053,479,AL4498701466213799,AL2953056921950146,175.52,ALL,Karen Clark,False,ALLOWED,0.267,2026-03-23 19:15:09.866060,0
4054,106,AL9091536784932356,AL0255829482003903,232.42,ALL,Courtney Patrick,False,ALLOWED,0.195,2025-09-16 21:55:46.867118,0
4055,163,AL7684004291821214,AL4115314639759410,150.75,GBP,Teresa Riley,False,ALLOWED,0.222,2025-07-11 13:24:30.867118,0
4056,237,AL2277153659966817,AL9350959335857277,333.84,ALL,Christopher Thompson,False,ALLOWED,0.251,2026-03-27 19:47:11.868134,0
4057,347,AL6053422954074361,AL2195018216837417,1590.6,EUR,Andrew Jordan,True,ALLOWED,0.3,2026-02-13 16:06:54.868134,0
4058,143,AL0295923135837629,AL2971020394042807,959.54,EUR,Philip Keller,True,ALLOWED,0.334,2026-03-20 07:05:24.869135,0
4059,292,AL8087458720610946,AL6772896986481589,147.44,ALL,Olivia Moore,False,ALLOWED,0.304,2026-03-02 03:24:12.869135,0
4060,41,AL4115314639759410,AL2717490920758105,873.64,ALL,Mr. Christopher Hill,True,ALLOWED,0.332,2025-10-01 13:16:37.870136,0
4061,370,AL0921319132005202,AL3699344075357068,2355.34,ALL,Jeffrey Sanchez,True,ALLOWED,0.212,2025-07-26 20:20:55.870136,0
4062,215,AL3569195193660263,AL8416164784811954,92.91,ALL,Joseph Johns,False,ALLOWED,0.129,2025-07-25 00:33:21.871132,0
4063,108,AL6826000958008115,AL9350959335857277,0.59,USD,Lucas Roman,False,REQUIRE_2FA,0.673,2025-10-20 05:31:31.871132,1
4064,200,AL5688153759461913,AL8087458720610946,130.18,ALL,Christopher Larson,False,ALLOWED,0.318,2025-07-01 15:50:08.872195,0
4065,322,AL8636525695195273,AL9487066578539966,601.57,ALL,James Butler,False,REQUIRE_2FA,0.225,2025-09-05 09:39:17.872195,0
4066,205,AL6122363356089656,AL5281876842194839,1.15,GBP,Michelle Vasquez,True,ALLOWED,0.855,2025-12-01 07:23:04.872195,1
4067,113,AL5649120669514066,AL7672449230198275,53.56,ALL,Caitlin Roberts,False,ALLOWED,0.266,2025-06-23 03:58:15.873215,0
4068,342,AL8716818187171592,AL6817158018065388,879.49,ALL,Timothy Anderson,False,ALLOWED,0.044,2026-03-28 05:15:15.873215,0
4069,45,AL0378135716225463,AL5782696112179557,83.62,USD,Erin Cruz,False,ALLOWED,0.289,2025-12-23 00:52:29.874211,0
4070,466,AL6220078151478939,AL2277153659966817,15.08,EUR,Richard House,False,BLOCKED,0.293,2025-12-25 18:26:53.874211,0
4071,468,AL3005311876806725,AL5575259551020484,7.98,EUR,Joseph Thompson,False,ALLOWED,0.278,2025-11-26 00:46:00.875210,0
4072,304,AL5346328460081794,AL8894111953415470,113.44,USD,Gary Beck,True,ALLOWED,0.307,2025-12-12 22:23:02.875210,0
4073,486,AL8948617367998544,AL0060293739846493,19.01,EUR,Nathan Miller,True,ALLOWED,0.144,2025-06-03 13:48:27.876212,0
4074,333,AL9653384711216652,AL9938798636336553,309.86,EUR,Tamara Powell,False,ALLOWED,0.074,2026-03-15 04:45:57.876212,0
4075,143,AL0295923135837629,AL5388573709551508,1011.12,EUR,Robert Patel,False,HELD,0.321,2026-01-27 06:12:22.877266,0
4076,87,AL7481322331758710,AL1104029890661949,344.96,ALL,Catherine Stanley,False,ALLOWED,0.133,2026-01-28 03:39:15.877266,0
4077,237,AL2277153659966817,AL5290978819598531,172.69,EUR,Debbie Gutierrez,False,ALLOWED,0.194,2026-03-29 09:11:35.877266,0
4078,500,AL9350959335857277,AL6494119192036476,139.52,ALL,Eugene Cohen,False,REQUIRE_2FA,0.002,2025-05-31 16:41:38.878281,0
4079,50,AL9938798636336553,AL4173802254159124,65.91,ALL,Tammy Reyes,False,ALLOWED,0.038,2025-10-27 02:15:54.878281,0
4080,480,AL9465638265503056,AL1640412871858735,264.58,ALL,Taylor Williams,False,ALLOWED,0.184,2025-10-16 21:45:13.879280,0
4081,313,AL3129614141656422,AL7045123698100512,162.76,ALL,Micheal Smith,False,ALLOWED,0.101,2025-08-11 21:25:05.879280,0
4082,65,AL2036733768989433,AL7672449230198275,1177.27,ALL,Francisco Nichols,False,ALLOWED,0.119,2025-12-23 23:06:23.880283,0
4083,216,AL2035120014676692,AL4482303058499055,311.56,USD,Kimberly Landry,False,ALLOWED,0.057,2026-02-09 20:39:25.880283,0
4084,257,AL9682956763668455,AL9938798636336553,1055.58,ALL,Heidi Williams,False,ALLOWED,0.262,2025-12-14 08:41:16.881280,0
4085,448,AL5107983337679365,AL7739046045612263,133.34,ALL,Jamie Mccullough,True,REQUIRE_2FA,0.096,2026-04-23 05:53:12.881280,0
4086,209,AL8007019474017053,AL6549896311931205,232.6,EUR,Joshua Brown,False,ALLOWED,0.259,2025-12-22 23:50:04.882282,0
4087,445,AL6102159242072568,AL5579341643644421,38.1,USD,Mary White,False,ALLOWED,0.337,2025-09-23 23:57:23.882330,0
4088,431,AL5754450919054548,AL0288108158753768,7285.5,USD,Crystal Perez,True,ALLOWED,0.326,2025-12-04 19:04:42.882330,0
4089,433,AL9865317064795543,AL4764361506607470,789.77,ALL,James Cabrera,False,ALLOWED,0.247,2025-06-08 17:41:33.883345,0
4090,89,AL4889573470705444,AL0479568929591086,534.57,ALL,Paula Tucker,False,REQUIRE_2FA,0.329,2026-04-18 21:57:33.883345,0
4091,190,AL6871587338051800,AL7810926900010869,259.84,EUR,Matthew Parsons,False,ALLOWED,0.253,2026-05-13 05:34:50.884345,0
4092,286,AL2211353421952889,AL3005311876806725,116.15,ALL,Michelle Hatfield,False,ALLOWED,0.02,2025-06-24 18:16:42.884345,0
4093,213,AL5280757417643342,AL4764361506607470,461.25,EUR,Brent Mullen,False,ALLOWED,0.277,2026-02-16 23:53:01.885348,0
4094,11,AL8077320992010881,AL0452562849037829,229.81,GBP,Earl Yu,True,ALLOWED,0.054,2025-09-12 19:14:49.885348,0
4095,337,AL0225025366982665,AL1700717119193791,0.96,ALL,Andrew Brown,True,BLOCKED,0.738,2025-09-13 05:02:13.886343,1
4096,231,AL6276898173466491,AL8716656956538476,171.98,EUR,Sheila King,False,ALLOWED,0.018,2026-04-21 05:58:58.886343,0
4097,286,AL2211353421952889,AL5223529486327329,86.84,ALL,Jessica Hart,False,ALLOWED,0.035,2026-05-02 02:31:20.887401,0
4098,219,AL4622381467400480,AL5426705922803471,576.67,ALL,Joshua Manning,False,ALLOWED,0.021,2025-08-24 15:10:52.887401,0
4099,475,AL8426552718443464,AL7128929971269842,709.4,ALL,Anne Cohen,False,ALLOWED,0.001,2025-05-31 23:31:11.888417,0
4100,262,AL3525145546522697,AL5207510933639632,547.42,ALL,Amy Smith,False,ALLOWED,0.237,2026-03-20 13:15:11.888417,0
4101,245,AL4987087358950660,AL4996662800688633,448.73,ALL,Amanda Bird,False,ALLOWED,0.015,2025-06-10 18:49:03.889420,0
4102,81,AL4774448323131070,AL6398877590713267,32.8,ALL,Thomas Taylor,True,ALLOWED,0.278,2025-06-28 06:03:12.889420,0
4103,364,AL1043218661365664,AL8904297356440438,2705.02,ALL,Amy Becker,False,ALLOWED,0.231,2026-02-18 04:23:47.890415,0
4104,432,AL4883256179853374,AL8894111953415470,318.77,ALL,Dustin Turner,False,ALLOWED,0.302,2025-11-09 10:46:00.890415,0
4105,246,AL4086020907558810,AL6817158018065388,2721.83,EUR,Cynthia Smith,True,ALLOWED,0.159,2025-11-12 13:45:35.891415,0
4106,251,AL5622352351511220,AL2255477272403947,144.09,EUR,Kevin Baldwin,False,ALLOWED,0.345,2026-02-26 21:28:09.891415,0
4107,174,AL4946117043059085,AL3152886667493066,667.42,ALL,Jenna Odonnell,False,ALLOWED,0.094,2026-03-17 15:16:55.891415,0
4108,445,AL6102159242072568,AL8768195427960473,40.26,ALL,Larry Vasquez,False,ALLOWED,0.253,2025-09-29 19:49:56.892471,0
4109,28,AL2053557565663273,AL7952822883797061,5.75,USD,Joshua Harris,False,ALLOWED,0.131,2026-02-20 23:28:46.892471,0
4110,121,AL9333306022275939,AL2241515611872829,41.33,ALL,Christopher Turner,False,ALLOWED,0.096,2025-12-16 03:06:54.893487,0
4111,25,AL4211655756084187,AL2459083769190864,51.29,ALL,Christopher Moore,False,ALLOWED,0.252,2025-05-25 10:54:29.893487,0
4112,434,AL7688245904227279,AL5011905309087718,119.44,ALL,Angela Costa,False,ALLOWED,0.176,2025-07-24 17:11:43.894486,0
4113,467,AL5269369801993556,AL6772896986481589,314.41,ALL,Ryan Graham,False,ALLOWED,0.2,2026-01-15 03:45:52.894486,0
4114,374,AL4389973728240035,AL3592912308838788,130.98,ALL,Kayla Rodgers,False,ALLOWED,0.194,2026-02-23 05:32:44.895486,0
4115,288,AL2344113978145443,AL0309721047583242,254.79,EUR,Cheryl Santos,False,ALLOWED,0.258,2025-08-31 10:56:59.895486,0
4116,298,AL4603208475896348,AL2650437396148277,60.82,EUR,Natalie Bates,True,ALLOWED,0.001,2025-06-02 16:16:52.896488,0
4117,86,AL7313136172872510,AL7739046045612263,1.26,EUR,Kevin Black,False,REQUIRE_2FA,0.617,2025-09-05 11:47:30.896488,1
4118,282,AL6801368954404527,AL3857998999611738,64.98,ALL,Kevin Nichols,False,ALLOWED,0.343,2025-09-07 18:47:58.896488,0
4119,271,AL7276536999253998,AL4883256179853374,390.79,EUR,Andrew Dudley,False,ALLOWED,0.027,2026-04-01 14:20:46.897536,0
4120,252,AL3402318695194634,AL3292797711777450,19.42,EUR,Jane Walker,False,ALLOWED,0.125,2025-12-11 00:26:33.897536,0
4121,319,AL9064235616908637,AL4211655756084187,559.81,ALL,Amber Shepherd,False,ALLOWED,0.282,2025-06-08 22:46:59.898551,0
4122,105,AL9119914613363427,AL5268427193370213,46.42,EUR,Gregory Banks,True,ALLOWED,0.219,2025-10-08 18:52:34.898551,0
4123,227,AL6084731167239842,AL5674835162688911,2715.75,ALL,Aaron Frye,False,REQUIRE_2FA,0.225,2026-02-06 09:28:42.899554,0
4124,492,AL3694131470726876,AL4163582684944868,307.67,ALL,Joshua Johnson,False,ALLOWED,0.105,2025-10-15 03:49:04.899554,0
4125,190,AL6871587338051800,AL9482632243231931,467.61,ALL,William Martin,False,ALLOWED,0.297,2025-07-25 07:36:07.900553,0
4126,52,AL1221237387919693,AL3005311876806725,169.79,ALL,Amanda Garcia,False,REQUIRE_2FA,0.303,2026-02-15 05:18:47.900553,0
4127,240,AL8768195427960473,AL4337297131231047,480.31,ALL,Brandon Brady,False,ALLOWED,0.172,2025-06-06 14:58:47.900553,0
4128,182,AL4002021906317979,AL1467739010916879,392.97,ALL,Scott Brown Jr.,False,ALLOWED,0.189,2025-09-24 01:35:52.901553,0
4129,112,AL7185475539917039,AL0646805845490888,4.13,EUR,Robert Kirk,False,ALLOWED,0.002,2026-05-19 17:29:36.901553,0
4130,338,AL4548054268500463,AL3458925061061417,360.79,USD,William Price,False,REQUIRE_2FA,0.319,2025-11-04 00:17:01.902601,0
4131,490,AL2730510125920132,AL4173802254159124,274.77,EUR,Donald Gutierrez,False,ALLOWED,0.039,2026-04-04 00:10:07.902601,0
4132,24,AL7810926900010869,AL3959508779192915,305.82,EUR,Christine Lee,True,ALLOWED,0.285,2025-09-13 11:53:49.903620,0
4133,416,AL3265399169401691,AL3592912308838788,615.66,EUR,Timothy Howard,False,ALLOWED,0.268,2025-06-19 04:42:41.903620,0
4134,29,AL2723583401008880,AL9064235616908637,4369.31,EUR,Michelle Bell,False,ALLOWED,0.122,2026-01-22 12:43:50.904619,0
4135,222,AL8485568150488235,AL4996662800688633,285.69,CHF,Kimberly Blair,False,HELD,0.165,2025-08-30 10:21:13.904619,0
4136,199,AL6697057448664259,AL0447412536935825,1.97,EUR,Michael Adams,True,ALLOWED,0.685,2026-05-18 17:14:08.904619,1
4137,105,AL9119914613363427,AL4931899984162469,41.45,EUR,Dave Martin,False,ALLOWED,0.054,2025-06-04 06:16:13.905619,0
4138,487,AL5853412454960550,AL7918018796655528,380.12,ALL,Jason Hunter,False,HELD,0.124,2026-04-14 14:28:30.905619,0
4139,238,AL0479568929591086,AL7104564593454995,281.01,ALL,Connie Fox,False,ALLOWED,0.075,2026-04-09 02:06:53.906615,0
4140,121,AL9333306022275939,AL0479568929591086,31.94,ALL,Francis Smith,False,ALLOWED,0.177,2025-12-11 18:58:25.906615,0
4141,311,AL6970003393082978,AL5934070672633527,85.99,ALL,Terry Wright,False,ALLOWED,0.108,2025-06-05 03:12:36.907665,0
4142,287,AL9650517193412925,AL2723583401008880,503.48,ALL,Isaac Ho,False,ALLOWED,0.202,2026-02-20 12:28:25.907665,0
4143,186,AL8144513916640021,AL2750056111505446,2031.4,ALL,David Williams,True,HELD,0.874,2026-01-30 22:55:37.908686,1
4144,65,AL2036733768989433,AL9456591792247977,1684.18,ALL,Kayla Davis,False,ALLOWED,0.022,2025-07-29 21:30:44.908686,0
4145,166,AL0152645433655529,AL1143903729799147,26713.73,EUR,Curtis Baxter,True,BLOCKED,0.998,2026-04-24 10:31:07.909680,1
4146,158,AL1062332762675594,AL3684424862570722,48.91,ALL,Jay Bryan,True,ALLOWED,0.254,2026-04-09 07:03:59.909680,0
4147,239,AL5472762304215501,AL5649120669514066,425.99,ALL,Amanda Barnett,False,BLOCKED,0.162,2025-06-19 07:06:52.910679,0
4148,418,AL7499942088508256,AL9653384711216652,411.88,ALL,Gene Armstrong,False,REQUIRE_2FA,0.05,2026-05-11 17:11:49.910679,0
4149,289,AL4319050696689825,AL7918018796655528,91.28,ALL,Tyler Mccoy,False,ALLOWED,0.059,2026-02-07 04:46:39.911682,0
4150,263,AL7690830611925210,AL8054410347422649,46.85,ALL,Gloria Thornton,False,ALLOWED,0.233,2025-10-09 16:38:46.911682,0
4151,222,AL8485568150488235,AL0479568929591086,229.67,ALL,Stacey Martin,False,HELD,0.261,2025-08-23 11:24:56.911682,0
4152,322,AL8636525695195273,AL9149590073544907,277.1,ALL,Robert Cain,False,ALLOWED,0.059,2026-03-30 20:21:42.912735,0
4153,229,AL1376258103638853,AL0487701221917562,639.65,CHF,Harry Johnson,True,ALLOWED,0.207,2025-12-05 03:40:34.912735,0
4154,265,AL6261439082066101,AL5618450852330988,1763.2,ALL,Dr. Amber Edwards,False,ALLOWED,0.043,2025-07-15 16:10:39.913752,0
4155,422,AL9387887717076763,AL4931899984162469,212.61,ALL,Michael Warren,False,ALLOWED,0.253,2025-08-03 20:13:18.913752,0
4156,101,AL0648364597447314,AL5661522914427473,100.09,ALL,Anna Pierce,False,ALLOWED,0.306,2025-12-21 01:55:15.914750,0
4157,409,AL5597969658809687,AL1017720381741956,1411.61,EUR,Regina Wong,True,ALLOWED,0.199,2025-06-30 23:09:09.914750,0
4158,198,AL7263772642590985,AL8888374889541655,638.48,ALL,Emily Finley,False,ALLOWED,0.042,2025-11-20 02:41:06.915752,0
4159,332,AL9827197698810924,AL7413071395457268,324.98,USD,Jasmin Cooper,False,ALLOWED,0.025,2026-04-25 02:29:59.915752,0
4160,329,AL8716656956538476,AL8770472477843364,481.93,ALL,Sandra Williams,False,ALLOWED,0.196,2025-09-03 21:56:59.915752,0
4161,58,AL4695351069850942,AL8144513916640021,466.4,ALL,Pamela Patterson,False,ALLOWED,0.184,2025-07-15 15:24:26.916751,0
4162,413,AL1700717119193791,AL6637737987782713,0.99,ALL,Joshua Allen MD,True,BLOCKED,0.804,2025-08-03 16:44:15.916751,1
4163,207,AL6140672323224872,AL8032840204958783,954.12,USD,Scott Diaz,True,ALLOWED,0.291,2026-01-23 18:42:01.917803,0
4164,418,AL7499942088508256,AL5346328460081794,445.38,ALL,Ashley Fernandez,False,ALLOWED,0.164,2025-10-23 20:05:10.917803,0
4165,441,AL3684424862570722,AL6978740679655100,469.03,EUR,Michael Dean,False,ALLOWED,0.254,2025-08-10 23:22:39.918819,0
4166,171,AL4746528779205342,AL9149590073544907,96.64,GBP,David Michael,False,ALLOWED,0.286,2026-02-22 21:04:55.918819,0
4167,360,AL4428699475476976,AL8929385766677185,1.76,EUR,Jeremy Hill,True,REQUIRE_2FA,0.688,2026-01-01 04:49:41.919821,1
4168,446,AL0618407743091856,AL4379845475443564,141.01,EUR,Mark Ramsey,False,ALLOWED,0.227,2025-11-20 21:35:06.919821,0
4169,150,AL7952822883797061,AL9237152191068175,103.39,EUR,Nancy Collins,False,ALLOWED,0.145,2026-03-19 18:59:19.920817,0
4170,235,AL1508771763057003,AL8205378939132963,9.1,EUR,Jonathan Campbell,False,ALLOWED,0.32,2026-04-24 15:21:48.920817,0
4171,429,AL1104029890661949,AL4049028510458844,405.11,ALL,Renee Castillo,False,ALLOWED,0.014,2026-01-01 15:10:50.921817,0
4172,425,AL2701086793755640,AL8423531842771007,147.23,ALL,Michael Williams,False,ALLOWED,0.01,2025-10-12 00:28:21.921817,0
4173,21,AL7497267378876273,AL9394642792727747,1121.01,USD,Karen Edwards,True,ALLOWED,0.237,2025-08-10 08:46:03.922869,0
4174,480,AL9465638265503056,AL9878769349321258,72.9,USD,Daniel Ramos,True,REQUIRE_2FA,0.238,2026-02-27 14:28:12.922869,0
4175,45,AL0378135716225463,AL2840952650746866,117.89,ALL,Frank Dunlap,False,ALLOWED,0.336,2025-05-29 11:38:04.922869,0
4176,345,AL1576638018011015,AL8920640293266385,102.79,ALL,Taylor Coleman,True,ALLOWED,0.06,2025-11-22 18:17:14.923884,0
4177,426,AL5167530664775084,AL8866961536622028,61.93,ALL,Anthony Horn,False,ALLOWED,0.281,2025-08-31 07:08:41.923884,0
4178,43,AL5223529486327329,AL1523224963452562,1.94,ALL,Sheila Williams,True,HELD,0.807,2026-02-16 17:59:30.924883,1
